task,word_index,improvement_slope,text_acc,audio_acc,video_acc,prominence_mean_words5,POS_spaCy,Dep,Head,Clause_ID,Clause_Pos,ground_truth,context,sentiment_label,sentiment_score,Frequency,Valence,Arousal,Length
black,1100,-0.03553287487195252,0.16764134022802804,0.09657559048412297,0.09657559048412297,0.4547999999999999,VERB,ROOT,decided,201,6,decide,a it was a controversy An organization one of many decided,Neutral,0.2899194061756134,3.4102709642521845,6.28,3.1,6
black,1125,0.010569147093240642,-0.039006714459102886,-0.039006714459102886,-0.0178684202726216,0.545,NOUN,dobj,protesting,205,5,lack,the traffic and shut it down They were protesting the lack,Negative,0.5841132402420044,2.957128197676813,3.68,2.24,4
black,1133,-0.01965436244799533,0.055451395761692564,0.016142670865701907,0.016142670865701907,0.4064,NOUN,nsubj,was,206,3,one,protesting the lack of minority jobs in construction And so one,Negative,0.49235549569129944,5.195027421937368,6.09,2.67,3
black,1136,0.1448711237669611,-0.018113034365718008,0.2716292131682041,0.2716292131682041,0.2445999999999999,NOUN,pobj,of,206,6,organization,of minority jobs in construction And so one of the organizations,Neutral,0.5582168102264404,2.8254261177678237,5.71,3.09,12
black,1147,0.4419853956138413,-0.18785092083573235,0.6961198703919502,0.6961198703919502,0.9036,NOUN,pobj,from,208,6,time,that was involved was one I knew of from the time,Positive,0.7566307783126831,4.9995263608344604,5.6,3.41,4
black,1159,4.732748006376595e-18,0.05888074036544813,0.05888074036544813,0.05888074036544813,0.5058,NOUN,pobj,at,206,14,time,lived in Kansas City Missouri but my co-host at the time,Negative,0.6977819800376892,4.9995263608344604,5.6,3.41,4
black,1178,0.3652106011242182,-0.27072558473574126,0.45969561751269516,0.45969561751269516,0.9954,VERB,ROOT,thinking,211,3,think,was truly dismissive and I was truly frustrated And I'm thinking,Very Negative,0.8134346008300781,5.137550322564531,6.68,3.75,5
black,1182,0.1022797201196794,-0.05411803235469801,0.15044140788466073,0.15044140788466073,0.9440000000000002,NOUN,compound,moment,211,7,movement,I was truly frustrated And I'm thinking this is a movement,Very Negative,0.3605941832065582,2.8796692056320534,6.58,4.0,8
black,1187,0.2068561261149009,0.0001629930117843422,0.4138752452415861,0.4138752452415861,0.9718,NOUN,attr,is,211,12,moment,I'm thinking this is a movement moment this is a moment,Neutral,0.39555996656417847,3.979548374704095,6.1,4.05,6
black,1191,-0.003180939847471969,0.01602921138524845,0.2010439498385123,0.009667331690304507,0.5552,VERB,relcl,moment,212,4,educate,a movement moment this is a moment where you either educate,Neutral,0.6884295344352722,2.0211892990699383,7.48,4.36,7
black,1202,3.0601804799432154e-17,0.20805487212291104,0.20805487212291104,0.20805487212291104,0.2372,NUM,dobj,do,215,3,three,or chastise or enlighten I think I'm gonna do all three,Neutral,0.7965015172958374,4.4417736628051845,5.43,3.38,5
black,1217,0.4595962041742698,-0.15772957356501058,0.7614628347835288,0.7614628347835288,1.0608,ADJ,pobj,of,217,5,new,thinking and I am also worried I'm still kind of new,Negative,0.5955023169517517,4.567191107883383,7.68,5.14,3
black,1227,1.2873357625758834e-16,0.831866891437663,0.831866891437663,0.831866891437663,1.2572,ADJ,acomp,'m,218,9,black,new here I'm still young I'm I'm a woman I'm black,Very Positive,0.5109291076660156,3.932778070060551,5.4,3.58,5
black,1236,0.03325469190921746,-0.04378128500651544,0.022728098811919468,0.022728098811919468,0.6846,NOUN,pobj,about,218,18,stereotype,I'm black and I'm pregnant and I'm worried about the stereotype,Negative,0.5037988424301147,1.568201724066995,3.33,4.26,10
black,1239,-0.026718335119858858,0.04553393231579259,0.04553393231579259,-0.007902737923925124,0.6022,ADJ,amod,woman,218,21,angry,I'm pregnant and I'm worried about the stereotype of the angry,Negative,0.6616145372390747,3.4784221877400805,2.53,6.2,5
black,1251,0.28554277575003284,0.1387411797557869,0.7098267312558525,0.7098267312558525,0.8226000000000001,VERB,ccomp,worried,220,4,speak,woman and and yet I'm also worried that I don't speak,Very Negative,0.5341420769691467,3.979866922564903,5.91,4.19,5
black,1264,-0.04948346679638127,0.23276025330094016,0.11180721705226919,0.1337933197081775,0.873,VERB,ROOT,dive,222,3,dive,about black issues I'm thinking all of this And I dive,Neutral,0.35572925209999084,2.816241299991783,5.81,3.79,4
black,1273,9.943482780049023e-18,0.07834242494268195,0.07834242494268195,0.07834242494268195,0.367,VERB,ccomp,said,224,2,know,I dive right in and I said to him You know,Positive,0.7358782887458801,5.465057008380561,6.82,3.24,4
black,1277,-0.01363942722912959,0.061557966320423436,0.061557966320423436,0.034279111862164244,0.3494,ADJ,amod,pages,224,6,yellow,and I said to him You know they're in the yellow,Positive,0.3176901340484619,3.2367890994092927,6.09,3.83,6
black,1281,-2.6217609141191137e-17,0.7511617081066939,0.7511617081066939,0.7511617081066939,0.259,VERB,ccomp,been,225,3,look,him You know they're in the yellow pages You can look,Positive,0.5112946629524231,4.9970017280413215,5.95,3.76,4
black,1284,-0.1434906482923822,0.3381694473598536,0.061191922395478944,0.051188150775089154,0.2204,ADV,advmod,now,225,6,right,they're in the yellow pages You can look them up right,Positive,0.47441887855529785,5.310542504215177,7.32,5.0,5
black,1311,-0.412975790464229,0.7606194005028112,0.7606194005028112,-0.06533218042564674,0.5072000000000001,VERB,conj,turned,231,1,leave,and we ended that conversation turned the mics off and left,Negative,0.47644278407096863,4.4563204753743735,4.68,4.48,5
black,1318,0.14006465714990576,0.13185493421058345,0.4119842485103949,0.4119842485103949,1.3805999999999998,NOUN,npadvmod,ago,232,5,week,mics off and left the studio Now just a few weeks,Negative,0.8732554316520691,4.085112113266837,5.27,3.33,4
black,1325,0.2871546921673961,0.04597881379534452,0.6202881981301366,0.6202881981301366,0.2632,NOUN,pobj,to,232,12,house,just a few weeks ago a gentleman came to our house,Negative,0.7420819401741028,4.418549862049742,7.19,3.95,5
black,1328,0.005383700159315544,0.07846837520569612,-0.06898990521738983,0.0892357755243272,0.1212,NOUN,compound,call,232,15,service,weeks ago a gentleman came to our house for a service,Neutral,0.3461792767047882,3.6103407114521566,6.83,2.95,7
black,1336,5.832056357801964e-18,0.1829476253590273,0.1829476253590273,0.1829476253590273,0.5214000000000001,NOUN,pobj,of,233,7,car,for a service call to repair the windshield of my car,Neutral,0.8284674286842346,4.391587823509949,6.63,4.04,3
black,1343,0.18729123912381812,0.15696474507277516,0.5315472233204114,0.5315472233204114,0.1056,NOUN,pobj,in,234,7,driveway,windshield of my car It's right in there in the driveway,Neutral,0.6002785563468933,2.53655844257153,4.57,3.38,8
black,1358,-0.45147454953434585,0.7921297223496491,-0.11081937671904253,-0.11081937671904253,0.0914,NOUN,dobj,have,238,4,friend,and he said to me You know I have a friend,Positive,0.5723307132720947,4.33010925459283,6.79,4.29,6
black,1369,-0.028441155417354966,0.11251730342309778,0.1115715850699603,0.05563499258838783,0.7518,NOUN,compound,lady,241,3,news,who lives over here and he told me that that news,Positive,0.4738771319389343,3.9242792860618816,4.96,4.61,4
black,1376,2.373427407140377e-18,0.05142173092755342,0.05142173092755342,0.05142173092755342,0.5652,VERB,ROOT,know,242,3,know,me that that news lady lives over here Do you know,Very Positive,0.5959559082984924,5.465057008380561,6.82,3.24,4
black,1380,5.0543095558166e-19,0.08128550045665885,0.08128550045665885,0.08128550045665885,1.1666,VERB,ROOT,said,243,3,say,lady lives over here Do you know her And I said,Very Positive,0.47071608901023865,4.92236209678479,5.91,4.43,3
black,1388,-3.4040256830347817e-18,0.11595632126108173,0.11595632126108173,0.11595632126108173,0.8311999999999999,VERB,parataxis,said,246,2,say,And I said pausing feeling pride and trepidation and I said,Negative,0.7248926162719727,4.92236209678479,5.91,4.43,3
black,1394,0.1283882277092806,0.10902667807728933,-0.5525738625508826,0.3658031334958505,1.0292,NOUN,attr,am,247,4,woman,and trepidation and I said Well I I am that woman,Positive,0.45795825123786926,4.3457069212784285,7.09,3.8,5
black,1408,0.33597996307329187,-0.18373493542105881,0.4882249907255247,0.4882249907255247,0.3174,VERB,ROOT,looking,252,2,look,I'm Carol Daniel And and there it is again He's looking,Positive,0.8257433176040649,4.9970017280413215,5.95,3.76,4
black,1412,0.020426885662641694,-0.07602340052893831,-0.03516962920365494,-0.03516962920365494,0.336,VERB,ROOT,sizing,253,2,size,and there it is again He's looking at me He's sizing,Positive,0.6636381149291992,3.371806458507416,5.61,3.14,4
black,1416,0.017635390223890608,0.03210385897422163,0.12427913966919045,0.06737463942200284,0.6801999999999999,VERB,ROOT,sized,254,2,size,again He's looking at me He's sizing me up He sized,Positive,0.7938516139984131,3.371806458507416,5.61,3.14,4
black,1421,3.0560936884244693e-17,0.8457484765172084,0.8457484765172084,0.8457484765172084,1.2754,NOUN,pobj,in,254,7,driveway,He's sizing me up He sized me up in my driveway,Positive,0.788044810295105,2.53655844257153,4.57,3.38,8
black,1430,1.7867488753746176e-16,0.8775933608888208,0.8775933608888208,0.8775933608888208,0.164,ADJ,acomp,was,256,6,white,my driveway and I thought Did he think I was white,Negative,0.32708272337913513,3.941759813814696,6.18,3.35,5
black,1436,0.19624107948270197,0.026180308283059412,0.4186624672484633,0.4186624672484633,0.3462,VERB,xcomp,surprised,259,2,find,he think I was white Is he surprised now to find,Negative,0.5769315958023071,4.627160952374775,6.45,3.52,4
black,1440,1.0015455840009254e-17,0.3167137601005702,0.3167137601005702,0.3167137601005702,0.1124,ADJ,acomp,'m,259,6,black,white Is he surprised now to find out that I'm black,Negative,0.44651415944099426,3.932778070060551,5.4,3.58,5
black,1445,0.054092385494855656,-0.023970776647213383,0.10949008032604839,0.08421399434249792,0.6242,NOUN,npadvmod,thought,260,5,debate,to find out that I'm black And I thought the debate,Neutral,0.4545370638370514,2.6766936096248664,4.95,4.86,6
black,1454,0.3512723018295883,0.08854364005557158,0.7910882437147481,0.7910882437147481,0.4396,NOUN,pobj,in,260,14,form,the debate apparently the debate is still there in some form,Negative,0.6686529517173767,3.3386556655787003,5.64,3.85,4
black,1456,0.43384399008619395,-0.06887750888823134,-0.1509396160689278,0.7988104712841565,0.4424,NOUN,attr,is,260,16,fashion,apparently the debate is still there in some form or fashion,Negative,0.7527475953102112,2.9813655090785445,5.26,5.25,7
black,1476,-1.5358142329627032e-17,0.22990574310128895,0.22990574310128895,0.22990574310128895,0.5075999999999999,NOUN,pobj,at,263,6,stake,really do anything about it There's a lot more at stake,Negative,0.8283900618553162,2.9283958522567137,4.78,3.42,5
black,1496,-0.053080924750424203,0.13219483452049366,0.026032985019645283,0.026032985019645283,0.6906000000000001,VERB,ROOT,try,266,3,try,There's a lot more weight in my life I just try,Negative,0.8973435759544373,4.3858742739041965,5.64,4.0,3
black,1507,-0.2833455273627197,0.5788236642024136,0.012132609476974294,0.012132609476974294,0.319,VERB,ccomp,deserve,270,2,know,to not let it weigh me down But this I know,Negative,0.3445703685283661,5.465057008380561,6.82,3.24,4
black,1516,0.33171465997900035,0.17722527760361498,0.8406545975616155,0.8406545975616155,0.8446,NOUN,dobj,deserve,271,4,job,I know I deserve to be here I deserve this job,Positive,0.4866357147693634,4.323540846098012,5.64,4.0,3
black,1530,1.0208766809123992e-17,0.13169714100467309,0.13169714100467309,0.13169714100467309,0.7646,NOUN,dobj,have,274,4,job,have this job because I sound white I have this job,Positive,0.28641048073768616,4.323540846098012,5.64,4.0,3
black,1539,0.3220935956258785,0.11782586566296455,0.7620130569147215,0.7620130569147215,0.3538,VERB,ROOT,Thank,275,1,thank,this job because I am good at what I do Thank,Positive,0.7052005529403687,4.754944316901831,7.77,3.33,5
howtodraw,2,0.10290547192618571,-0.015930967234128703,-0.1299454097411663,0.18987997661824266,0.3126,VERB,advcl,was,1,3,grow,Where I grew,Neutral,0.5069612860679626,3.482158695411276,6.28,2.6,4
howtodraw,14,2.4004649049625543e-17,0.10547695182805623,0.10547695182805623,0.10547695182805623,0.2778,NOUN,dobj,do,3,3,thing,in the South there was a right way to do things,Positive,0.7975897789001465,4.744472923733661,5.55,3.43,5
howtodraw,21,8.480077619024961e-19,0.07011882231222545,0.07011882231222545,0.07011882231222545,0.2424,NOUN,dobj,do,4,3,thing,way to do things and a wrong way to do things,Very Negative,0.5378014445304871,4.744472923733661,5.55,3.43,5
howtodraw,31,9.771999999611049e-18,0.0864079061000629,0.0864079061000629,0.0864079061000629,0.2846,NOUN,nsubj,thought,6,3,family,things and the right way was to do what your family,Positive,0.576751708984375,4.256910081889356,7.25,4.35,6
howtodraw,40,4.085455708348382e-17,0.3957907501892309,0.3957907501892309,0.3957907501892309,0.0388,ADJ,amod,way,8,3,wrong,your family and society thought you should do And the wrong,Negative,0.4647212028503418,4.426169547035326,3.24,5.29,5
howtodraw,56,0.2433364643395473,-0.3479466096375032,0.13872631904159136,0.13872631904159136,0.2405999999999999,VERB,relcl,everything,11,3,suppose,different By age thirty I'd done most everything I was supposed,Positive,0.4739604592323303,3.8073320392911914,5.27,3.33,7
howtodraw,68,1.5806088405241502e-17,0.19379962747345647,0.19379962747345647,0.19379962747345647,0.5314,NOUN,dobj,attended,14,5,college,do I'd overachieved in high school I attended a prestigious college,Negative,0.35150405764579773,3.6379897807846855,6.44,4.0,7
howtodraw,112,5.2397658519265896e-17,0.5861015341253337,0.5861015341253337,0.5861015341253337,0.532,NOUN,nsubj,take,21,2,family,except for moving up north to Boston which caused my family,Negative,0.6222884058952332,4.256910081889356,7.25,4.35,6
howtodraw,122,4.3167491633602926e-17,0.8268053615097473,-0.024021297839955186,0.8268053615097473,0.4993999999999999,NOUN,pobj,on,18,7,track,family to collectively take to their beds I was on track,Positive,0.5157622694969177,3.4539295920577286,5.78,3.76,5
howtodraw,130,0.3781790023915615,-0.0630298337319269,0.6933281710511959,0.6933281710511959,0.176,VERB,ccomp,thought,23,4,look,was on track with what we thought my life should look,Negative,0.514988362789154,4.9970017280413215,5.95,3.76,4
howtodraw,135,-0.30835069634144124,0.6092899022933694,-0.007411490389513146,-0.007411490389513146,0.4131999999999999,ADJ,acomp,was,24,4,happy,we thought my life should look like But I wasn't happy,Negative,0.8871902227401733,4.230295613917047,8.47,6.05,5
howtodraw,142,-6.115444715063742e-18,-0.07526620965016165,-0.07526620965016165,-0.07526620965016165,0.1318,NOUN,attr,was,24,10,career,But I wasn't happy and I thought it was my career,Negative,0.8928893804550171,3.36285930295868,6.11,4.24,6
howtodraw,148,-4.86954799505989e-19,0.006310376258987285,0.006310376258987285,0.006310376258987285,0.4594,VERB,ROOT,expected,26,6,expect,thought it was my career In my family I was expected,Positive,0.3847200572490692,3.724275869600789,5.95,4.86,6
howtodraw,157,6.3529667525634086e-18,0.052883009627014976,0.052883009627014976,0.052883009627014976,0.3922,ADJ,amod,relations,28,5,public,was expected to go into business I had been in public,Positive,0.5095381140708923,3.5594277997594896,5.33,3.35,6
howtodraw,167,-0.08319668590365249,0.021368281417482763,-0.1450250903898222,-0.1450250903898222,0.1204,NOUN,dobj,like,28,14,work,public relations for seven years but I didn't like the work,Negative,0.7475188374519348,4.60959440922522,5.05,4.33,4
howtodraw,179,-3.1550450925633715e-17,-0.18690032209491694,-0.18690032209491694,-0.18690032209491694,0.0914,ADJ,acomp,was,31,9,tired,I mean I was good at it but I was tired,Negative,0.5637208819389343,3.759365621655929,4.29,3.67,5
howtodraw,208,-0.058861004968883364,0.07162390506858186,0.07162390506858186,-0.04609810486918484,0.3523999999999999,VERB,ROOT,quit,35,3,quit,recycling nothing that really blew my skirt up So I quit,Negative,0.5739181637763977,3.662380020016248,3.72,4.05,4
howtodraw,257,8.862354624044598e-18,0.07388574141592584,0.07388574141592584,0.07388574141592584,0.2029999999999999,ADJ,acomp,took,44,3,needlepoint,know or care what the Financial Times was I took needlepoint,Neutral,0.847956657409668,1.462397997898956,5.55,3.2,11
howtodraw,261,-0.09469390916642476,0.3192900613776403,0.1299022430447907,0.1299022430447907,0.4211999999999999,VERB,ROOT,found,45,2,find,the Financial Times was I took needlepoint directing French I found,Neutral,0.3802451491355896,4.627160952374775,6.45,3.52,4
howtodraw,288,3.882390759790366e-17,0.6118987743302647,0.6118987743302647,0.6118987743302647,0.4416,NOUN,pobj,to,48,6,school,Oh well this looks interesting And I went to the school,Negative,0.7240900993347168,4.230193378869045,5.41,4.57,6
howtodraw,291,0.14030842955174472,-0.08417537925386648,0.1964414798496229,0.1964414798496229,0.119,VERB,conj,went,48,8,talk,looks interesting And I went to the school and I talked,Positive,0.9074689745903015,4.639546250452347,6.64,3.38,4
howtodraw,299,7.53742012689351e-17,0.4772372927562468,0.4772372927562468,0.4772372927562468,0.2242,VERB,conj,talked,48,15,ask,and I talked to the Continuing Education Director and I asked,Neutral,0.5895912647247314,4.391658328722475,5.95,3.48,3
howtodraw,307,2.627713613724881e-17,0.22627950406921915,0.22627950406921915,0.22627950406921915,0.555,VERB,ccomp,thought,52,3,take,and I asked him which class he thought I should take,Neutral,0.6140646934509277,4.984275214375496,4.82,4.52,4
howtodraw,333,-1.0274503050869443e-17,0.19921867627659998,0.19921867627659998,0.19921867627659998,0.1951999999999999,ADJ,amod,day,59,3,first,that class all the time I sign up It's my first,Positive,0.4885694682598114,4.632153483510633,7.33,4.9,5
howtodraw,341,1.1538942040909973e-16,0.49462737473952495,0.49462737473952495,0.49462737473952495,0.294,ADJ,dobj,do,60,4,good,It's my first day of art school I do my best,Positive,0.4889933168888092,5.124236784040634,7.89,3.66,4
howtodraw,367,0.024676507901946268,0.06468397698609879,0.11403699278999128,0.11403699278999128,0.7482,VERB,ROOT,introduces,65,5,introduce,are still emblazoned on my chest And our instructor Rhoda introduces,Positive,0.5233869552612305,3.248463717551032,5.91,4.55,9
howtodraw,379,-3.919152213215551e-17,0.8539829261544737,0.8539829261544737,0.8539829261544737,0.3786,NOUN,dobj,make,67,3,art,and she says There is no right way to make art,Negative,0.461582750082016,3.557747741641468,6.85,4.48,3
howtodraw,384,3.048098946996228e-17,0.20785080685266324,0.20785080685266324,0.20785080685266324,0.1656,ADJ,amod,way,65,18,wrong,no right way to make art and there is no wrong,Negative,0.5595076680183411,4.426169547035326,3.24,5.29,5
howtodraw,394,0.35046725987290506,-0.009875861545287702,0.6910586582005221,0.6910586582005221,0.4868,ADJ,oprd,makes,69,6,nervous,wrong way to make art Now this makes me extremely nervous,Very Negative,0.7000865936279297,3.534787358629492,3.56,5.51,7
howtodraw,399,0.040304076558770566,0.029021400666301305,0.029021400666301305,0.10962955378384241,0.3945999999999999,VERB,advcl,makes,70,5,raise,Now this makes me extremely nervous because I have been raised,Very Positive,0.4809718132019043,3.4496326504700745,7.22,5.1,5
howtodraw,404,4.184864536837353e-17,0.2660970269218196,0.2660970269218196,0.2660970269218196,0.5846,ADJ,amod,way,70,10,right,nervous because I have been raised that there is a right,Positive,0.5191954970359802,5.310542504215177,7.32,5.0,5
howtodraw,408,1.1325185723635818e-17,0.07308526286645368,0.07308526286645368,0.07308526286645368,0.2868,ADJ,amod,way,70,14,wrong,been raised that there is a right way and a wrong,Negative,0.6634345650672913,4.426169547035326,3.24,5.29,5
howtodraw,417,2.0609198535117436e-17,0.11324489874343462,0.11324489874343462,0.11324489874343462,0.2294,VERB,parataxis,focus,72,4,say,a wrong way to do most everything And then she says,Very Negative,0.5640451312065125,4.92236209678479,5.91,4.43,3
howtodraw,430,-4.2928673847179553e-17,-0.19855732222620584,0.7502891984393839,-0.19855732222620584,0.3264,NOUN,compound,result,73,13,end,will focus on process the process of art-making not the end,Neutral,0.5154839158058167,4.132259689531044,4.73,3.95,3
howtodraw,455,5.363347588428979e-17,0.4451288509192333,0.4451288509192333,0.4451288509192333,0.5282,ADJ,amod,results,74,10,good,focus on results and not just any results but the best,Positive,0.47333914041519165,5.124236784040634,7.89,3.66,4
howtodraw,490,1.1651294278894948e-16,0.6734193153003444,0.6734193153003444,0.6734193153003444,0.411,NOUN,pobj,with,83,5,basic,need to know that I'm overachieving We start with the basics,Negative,0.7037157416343689,2.9003671286564705,5.5,2.95,5
howtodraw,494,0.07256430436209843,0.028940849002638994,0.17406945772683582,0.17406945772683582,0.2005999999999999,ADJ,amod,life,83,9,entire,I'm overachieving We start with the basics and in my entire,Negative,0.37245139479637146,3.6097011023794,5.67,2.85,6
howtodraw,506,-9.19380548485393e-18,0.13346760304109528,0.13346760304109528,0.13346760304109528,0.2882,NOUN,pobj,in,84,11,hand,I had never held a stick of charcoal in my hand,Very Negative,0.448919415473938,4.154210882206974,5.9,3.98,4
howtodraw,510,0.3218210273536433,-0.03560086549338595,0.6080411892139006,0.6080411892139006,0.2196,ADJ,acomp,feels,84,14,good,a stick of charcoal in my hand and it feels good,Positive,0.8991246223449707,5.124236784040634,7.89,3.66,4
howtodraw,515,8.081005928801607e-17,0.4169211640058376,0.4169211640058376,0.4169211640058376,0.4434,ADJ,amod,week,84,18,first,my hand and it feels good and I survived the first,Positive,0.9179751873016357,4.632153483510633,7.33,4.9,5
howtodraw,519,3.3417212612668706e-17,0.81848750625386,0.011159422673365624,0.81848750625386,0.3034,NOUN,compound,exercises,84,22,art,feels good and I survived the first week of simple art,Positive,0.9204142093658447,3.557747741641468,6.85,4.48,3
howtodraw,533,-0.025128908901713425,-0.05293290780426321,-0.10319072560769005,-0.10319072560769005,0.3506,NUM,nummod,instructors,88,5,three,enjoying myself and the next week Bob one of the three,Positive,0.8393719792366028,4.4417736628051845,5.43,3.38,5
howtodraw,551,1.9887494147182054e-17,0.12708500953453006,0.12708500953453006,0.12708500953453006,0.2756,VERB,ROOT,going,92,3,go,drawings Very fast drawings about forty-five second poses And we're going,Positive,0.7500331997871399,5.286559753980304,6.32,4.86,2
howtodraw,564,0.4194167385332639,-0.12413664136057556,-0.031100727751388526,0.7146968357059521,0.2428,NOUN,pobj,of,93,13,figure,the energy and the movement and the essence of the figure,Neutral,0.9150294065475464,3.8194781283621215,5.09,3.67,6
howtodraw,568,0.36905438253801875,-0.1407475537898077,0.0031490043476437167,0.5973612112862298,0.2557999999999999,VERB,ROOT,thinking,94,4,think,movement and the essence of the figure And I am thinking,Neutral,0.6479923129081726,5.137550322564531,6.68,3.75,5
howtodraw,571,1.8503256674203494e-17,0.09811187960536549,0.3647361939335185,0.09811187960536549,0.4737999999999999,NOUN,nsubj,is,94,7,heck,essence of the figure And I am thinking What the heck,Positive,0.3796456754207611,2.966610986681934,4.29,3.12,4
howtodraw,577,-0.13331215716407643,0.46583822392815283,0.46583822392815283,0.19921390959999977,0.3086,NOUN,nsubj,do,96,2,heck,am thinking What the heck is essence and how the heck,Neutral,0.6520379185676575,2.966610986681934,4.29,3.12,4
howtodraw,584,6.871443425591601e-18,0.07761766019362967,0.010463700909566304,0.07761766019362967,0.1332,NOUN,nsubj,starts,97,3,man,and how the heck do you draw it And a man,Neutral,0.6446438431739807,4.973746513389169,5.42,4.36,3
howtodraw,587,-0.47102960419836637,0.7198695772581121,-0.2221896311386208,-0.2221896311386208,0.6828,NOUN,appos,man,97,6,model,heck do you draw it And a man the artist's model,Very Negative,0.32380610704421997,3.2137832993353044,6.38,3.9,5
howtodraw,598,0.025954441017531856,0.05933498607527674,0.11124386811034044,0.11124386811034044,0.3678,VERB,ccomp,had,99,5,see,starts to undress and I say Well that's okay you've seen,Negative,0.6667861342430115,5.115257608061224,6.27,3.9,3
howtodraw,620,3.937268787604168e-17,0.8309317203574021,0.8309317203574021,0.8309317203574021,0.2746,VERB,ccomp,know,103,3,draw,man before Your problem is you don't know how to draw,Neutral,0.366291344165802,3.314288660947497,6.18,3.6,4
howtodraw,633,1.8334406229987535e-17,0.14104469226341165,0.14104469226341165,0.14104469226341165,0.8146000000000001,VERB,advcl,getting,105,3,draw,man's essence And everybody else apparently does know how to draw,Positive,0.4466395974159241,3.314288660947497,6.18,3.6,4
howtodraw,655,-0.018504520472813223,-0.2391357436049215,-0.2761447845505479,-0.2761447845505479,0.3282,VERB,amod,mediums,108,1,draw,knowingly getting out sheets of paper and charcoal and other drawing,Neutral,0.4012612998485565,3.314288660947497,6.18,3.6,4
howtodraw,668,-0.04735199333120515,0.08933895781776123,-0.021202800447818627,-0.005365028844649073,0.709,ADJ,amod,deer,110,8,proverbial,which they excel And I'm just standing there like the proverbial,Positive,0.4130764305591583,1.7323937598229686,5.32,3.24,10
howtodraw,682,0.0504554243568815,0.1473095326492451,0.8193886058021095,0.24822038136300795,0.2708,ADJ,acomp,am,110,17,clueless,and I begin to watch and imitate because I am clueless,Negative,0.2667282223701477,1.977723605288848,3.5,3.75,8
howtodraw,688,-0.044291779446660025,0.043467159861709126,0.005723377659220282,-0.04511639903161092,0.2612,VERB,ROOT,ask,114,4,ask,imitate because I am clueless but competitive And so I ask,Very Positive,0.3006400167942047,4.391658328722475,5.95,3.48,3
howtodraw,692,0.16867633600490983,0.04870030251113194,0.04870030251113194,0.38605297452095155,0.7350000000000001,VERB,relcl,Judy,115,3,stand,clueless but competitive And so I ask Judy who is standing,Negative,0.3692076802253723,4.062092892630169,5.27,3.1,5
howtodraw,707,-0.13118797708160768,0.14649920228304805,-0.11587675188016726,-0.11587675188016726,0.4532,VERB,ccomp,ask,117,4,suppose,also a mature student I say Judy what are these supposed,Positive,0.733458399772644,3.8073320392911914,5.27,3.33,7
howtodraw,718,1.050023761203329e-17,0.10632910526049323,0.10632910526049323,0.10632910526049323,0.4084,NUM,nummod,way,120,3,one,to look like Because of course I think there's only one,Negative,0.703006386756897,5.195027421937368,6.09,2.67,3
howtodraw,727,-0.06876656652369958,-0.3269103780794619,-0.46444351112686094,-0.46444351112686094,0.3352,VERB,conj,'re,122,1,go,only one right way to do this and we're all gonna,Very Negative,0.7222559452056885,5.286559753980304,6.32,4.86,2
howtodraw,734,2.720261670508556e-18,0.15565582806488976,0.15565582806488976,0.15565582806488976,0.0712,VERB,ROOT,looks,124,3,look,and we're all gonna draw the same image And she looks,Negative,0.4912151098251343,4.9970017280413215,5.95,3.76,4
howtodraw,742,1.167483322536222e-17,-0.23478586057559145,-0.23478586057559145,-0.23478586057559145,0.588,VERB,ccomp,says,126,3,go,And she looks at me bewildered and says They're all going,Positive,0.7009677886962891,5.286559753980304,6.32,4.86,2
howtodraw,753,-2.7192635862579024e-18,0.18607961685065152,0.18607961685065152,0.18607961685065152,0.6008,VERB,xcomp,supposed,131,2,look,to look different I'm paralyzed What is mine supposed to look,Negative,0.742186427116394,4.9970017280413215,5.95,3.76,4
howtodraw,760,0.009600108566569704,0.011138429821865884,-0.00042076762833705036,0.03033864695500529,0.5748,NOUN,compound,presentation,132,6,slide,mine supposed to look like Can't I just do a slide,Negative,0.7295557260513306,2.959041392321093,5.71,3.3,5
howtodraw,766,2.384544160245528e-17,0.22446228052471917,0.22446228052471917,0.22446228052471917,0.2339999999999999,NOUN,pobj,of,132,12,director,I just do a slide presentation for your board of directors,Neutral,0.5301164388656616,3.263636068588108,4.95,3.75,8
howtodraw,779,0.347254890656417,-0.13196639474126906,0.5625433865715649,0.5625433865715649,0.5594,NOUN,attr,are,135,3,thing,a communications audit assess your customer service capabilities These are things,Neutral,0.8774299025535583,4.744472923733661,5.55,3.43,5
howtodraw,789,1.2352582865052776e-16,0.7390569542779976,0.7390569542779976,0.7390569542779976,0.325,VERB,relcl,things,138,3,excel,things I know how to do things in which I excel,Positive,0.4663046598434448,1.57978359661681,5.95,4.85,5
howtodraw,794,0.3708248173455953,0.030268771064866945,0.7719184057560575,0.7719184057560575,0.5222,VERB,xcomp,like,140,2,excel,do things in which I excel and I like to excel,Positive,0.6050745248794556,1.57978359661681,5.95,4.85,5
howtodraw,799,6.84904510104225e-17,0.6496067153873518,0.6496067153873518,0.6496067153873518,0.4834,NOUN,attr,is,141,5,way,excel and I like to excel And there is no way,Very Negative,0.6336840987205505,4.861307347518023,5.91,2.9,3
